EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Department,DistanceFromHome,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,JobInvolvement,PerformanceRating,LeftRole
2.0,4.0,2.0,34,Research & Development,1,1,Research Scientist,53810,1.0,12,8,10.0,0,10,8,3,3,No
1.0,1.0,3.0,45,Research & Development,19,3,Research Director,34410,2.0,13,8,5.0,5,1,0,3,3,Yes
3.0,4.0,3.0,26,Research & Development,7,1,Manufacturing Director,54540,1.0,13,8,3.0,5,3,0,4,3,No
3.0,3.0,3.0,37,Research & Development,4,1,Manager,98840,1.0,14,8,10.0,3,10,7,2,3,No
2.0,3.0,2.0,29,Research & Development,2,1,Healthcare Representative,41570,1.0,17,8,6.0,2,6,1,3,3,No
2.0,4.0,3.0,35,Research & Development,10,4,Laboratory Technician,134580,1.0,11,8,17.0,3,17,11,3,3,No
3.0,4.0,1.0,33,Research & Development,8,2,Laboratory Technician,90690,3.0,25,8,15.0,3,13,4,3,4,No
3.0,2.0,4.0,54,Research & Development,5,2,Sales Executive,40140,2.0,19,8,16.0,4,9,7,2,3,No
2.0,2.0,3.0,36,Research & Development,8,2,Research Scientist,59150,2.0,13,8,13.0,3,3,0,2,3,No
1.0,4.0,3.0,27,Sales,9,5,Research Director,59930,0.0,14,8,5.0,3,4,1,1,3,No
4.0,3.0,3.0,20,Research & Development,1,5,Sales Representative,61620,1.0,12,8,1.0,2,1,1,2,3,Yes
1.0,1.0,3.0,33,Research & Development,15,1,Laboratory Technician,24060,1.0,11,8,10.0,3,10,9,3,3,Yes
3.0,3.0,3.0,35,Research & Development,2,1,Research Scientist,187400,1.0,19,8,1.0,2,1,0,4,3,No
1.0,1.0,4.0,23,Research & Development,2,1,Healthcare Representative,76370,2.0,11,8,5.0,3,3,0,3,3,No
4.0,2.0,3.0,25,Research & Development,11,2,Manufacturing Director,100960,0.0,11,8,4.0,3,3,1,3,3,No
4.0,4.0,3.0,38,Research & Development,16,5,Research Scientist,147560,0.0,20,8,8.0,3,7,0,2,4,No
2.0,4.0,3.0,29,Sales,2,4,Healthcare Representative,64990,1.0,18,8,10.0,3,10,2,2,3,No
2.0,2.0,3.0,48,Research & Development,16,1,Sales Executive,97240,3.0,13,8,12.0,2,2,2,4,3,No
4.0,4.0,3.0,27,Sales,4,5,Laboratory Technician,21940,1.0,12,8,6.0,5,6,0,3,3,No
4.0,4.0,3.0,37,Research & Development,16,3,Manager,33880,3.0,11,8,4.0,2,1,0,4,3,No
4.0,3.0,3.0,50,Sales,5,1,Laboratory Technician,54730,1.0,19,8,20.0,2,20,3,4,3,No
4.0,2.0,4.0,34,Research & Development,18,1,Healthcare Representative,27030,1.0,21,8,9.0,2,8,7,3,4,No
1.0,3.0,3.0,24,Research & Development,17,1,Healthcare Representative,25010,9.0,12,8,4.0,3,2,2,1,3,Yes
4.0,3.0,3.0,39,Research & Development,12,1,Sales Representative,62200,1.0,14,8,20.0,2,20,11,3,3,No
4.0,4.0,2.0,32,Research & Development,2,5,Research Scientist,30380,1.0,11,8,10.0,5,10,0,1,3,No
2.0,3.0,3.0,50,Research & Development,4,4,Sales Representative,44240,3.0,14,8,18.0,2,4,1,2,3,Yes
2.0,4.0,2.0,38,Research & Development,9,1,Sales Executive,43120,0.0,12,8,10.0,2,9,1,2,3,No
3.0,1.0,3.0,27,Research & Development,10,5,Research Scientist,132450,1.0,23,8,9.0,3,9,0,2,4,No
4.0,1.0,3.0,47,Research & Development,2,5,Sales Executive,50210,2.0,17,8,20.0,3,7,1,3,3,No
4.0,1.0,3.0,40,Research & Development,3,3,Human Resources,51260,5.0,18,8,20.0,2,18,1,3,3,No
3.0,3.0,3.0,53,Research & Development,7,2,Laboratory Technician,28590,3.0,18,8,32.0,2,5,1,3,3,No
2.0,4.0,2.0,41,Sales,6,1,Sales Executive,102390,3.0,24,8,23.0,3,21,12,3,4,No
1.0,1.0,3.0,60,Research & Development,8,5,Laboratory Technician,53290,8.0,20,8,10.0,3,2,2,4,4,No
4.0,1.0,2.0,27,Research & Development,29,2,Manufacturing Director,43250,1.0,14,8,9.0,2,9,1,2,3,No
4.0,3.0,3.0,41,Research & Development,3,1,Manufacturing Director,72600,1.0,16,8,22.0,2,22,2,3,3,No
4.0,2.0,3.0,50,Sales,9,2,Research Scientist,23220,7.0,25,8,4.0,0,2,2,4,4,No
1.0,2.0,3.0,28,Sales,2,3,Research Scientist,20750,7.0,18,8,10.0,0,7,3,2,3,Yes
1.0,1.0,3.0,36,Research & Development,10,2,Research Scientist,41520,9.0,19,8,10.0,3,8,0,3,3,No
3.0,3.0,4.0,38,Research & Development,1,3,Manager,96190,4.0,13,8,10.0,2,1,0,3,3,No
1.0,3.0,3.0,44,Research & Development,8,1,Research Scientist,135030,2.0,12,8,9.0,6,5,1,2,3,No
4.0,3.0,2.0,47,Research & Development,27,1,Research Scientist,54410,9.0,22,8,28.0,6,22,11,2,4,No
3.0,4.0,2.0,30,Research & Development,8,2,Sales Executive,52090,7.0,14,8,10.0,3,8,7,3,3,No
3.0,3.0,3.0,29,Research & Development,1,1,Sales Executive,106730,1.0,13,8,1.0,2,1,0,3,3,No
3.0,3.0,3.0,42,Research & Development,10,1,Sales Executive,50100,6.0,21,8,7.0,3,2,2,3,4,Yes
4.0,4.0,3.0,43,Research & Development,26,1,Laboratory Technician,135490,3.0,11,8,7.0,3,2,2,3,3,No
2.0,3.0,3.0,34,Research & Development,2,2,Healthcare Representative,49990,3.0,12,8,10.0,2,5,4,4,3,No
2.0,1.0,4.0,23,Sales,13,5,Sales Executive,42210,1.0,11,8,5.0,4,4,0,3,3,No
3.0,2.0,1.0,39,Sales,2,4,Healthcare Representative,138720,9.0,12,8,12.0,3,8,3,2,3,No
3.0,4.0,2.0,56,Research & Development,2,1,Manager,20420,7.0,12,8,30.0,6,10,1,3,3,No
4.0,4.0,2.0,40,Sales,9,2,Research Scientist,20730,0.0,14,8,5.0,3,4,2,3,3,No
4.0,1.0,1.0,27,Research & Development,10,1,Laboratory Technician,29560,8.0,13,8,9.0,6,7,0,3,3,No
4.0,2.0,3.0,29,Sales,20,2,Manager,29260,1.0,15,8,2.0,3,2,2,2,3,No
4.0,4.0,3.0,53,Research & Development,9,3,Laboratory Technician,48090,2.0,18,8,19.0,2,2,2,3,3,No
4.0,1.0,4.0,35,Research & Development,5,1,Healthcare Representative,51630,2.0,18,8,16.0,4,1,0,3,3,No
4.0,3.0,1.0,38,Sales,10,4,Laboratory Technician,181720,6.0,12,8,6.0,5,1,0,3,3,No
2.0,1.0,3.0,34,Research & Development,20,3,Laboratory Technician,57440,3.0,19,8,7.0,4,0,0,2,3,No
3.0,1.0,4.0,52,Sales,21,3,Manager,28890,1.0,11,8,34.0,2,34,1,3,3,No
4.0,4.0,2.0,33,Research & Development,1,3,Laboratory Technician,28710,1.0,17,8,10.0,2,10,7,3,3,Yes
3.0,4.0,2.0,25,Research & Development,8,2,Research Scientist,74840,1.0,15,8,6.0,3,6,1,3,3,No
2.0,3.0,3.0,45,Sales,2,3,Healthcare Representative,60740,0.0,14,8,9.0,2,8,3,3,3,No
1.0,3.0,3.0,23,Research & Development,23,2,Research Scientist,173280,1.0,17,8,2.0,2,2,0,1,3,No
4.0,4.0,3.0,34,Research & Development,12,1,Research Scientist,45050,1.0,12,8,6.0,3,6,1,3,3,No
4.0,1.0,3.0,55,Human Resources,7,4,Laboratory Technician,74280,5.0,12,8,24.0,2,5,1,3,3,Yes
1.0,1.0,3.0,36,Research & Development,7,5,Sales Executive,116310,1.0,18,8,10.0,2,10,0,1,3,No
4.0,4.0,3.0,52,Research & Development,1,5,Sales Executive,97380,0.0,18,8,5.0,2,4,1,3,3,No
2.0,3.0,2.0,29,Research & Development,10,3,Manufacturing Director,169590,4.0,14,8,11.0,5,8,1,3,3,No
4.0,1.0,2.0,26,Research & Development,15,2,Laboratory Technician,26130,6.0,19,8,6.0,2,4,1,3,3,Yes
2.0,4.0,3.0,34,Research & Development,14,2,Manufacturing Director,61460,2.0,12,8,10.0,3,4,1,3,3,No
4.0,1.0,3.0,54,Research & Development,18,2,Laboratory Technician,49630,9.0,15,8,9.0,2,5,1,3,3,No
3.0,4.0,3.0,27,Research & Development,13,4,Research Scientist,195370,0.0,12,8,5.0,5,4,1,3,3,No
4.0,1.0,2.0,37,Sales,2,2,Manufacturing Director,61720,0.0,11,8,6.0,1,5,4,3,3,No
1.0,1.0,3.0,38,Sales,2,2,Research Scientist,23680,6.0,11,8,17.0,3,15,4,3,3,No
3.0,1.0,3.0,34,Sales,2,1,Sales Representative,103120,1.0,12,8,6.0,2,6,1,3,3,No
1.0,4.0,2.0,35,Research & Development,5,3,Manager,16750,1.0,16,8,3.0,6,3,0,2,3,No
4.0,3.0,3.0,30,Research & Development,20,1,Laboratory Technician,25230,3.0,13,8,7.0,2,2,0,3,3,No
3.0,2.0,3.0,40,Research & Development,10,2,Manufacturing Director,65670,1.0,13,8,8.0,3,8,3,4,3,No
3.0,1.0,3.0,34,Research & Development,10,3,Healthcare Representative,47390,5.0,24,8,6.0,2,3,1,3,4,No
2.0,4.0,2.0,42,Research & Development,9,1,Manufacturing Director,92080,1.0,15,8,24.0,2,24,14,4,3,No
3.0,1.0,3.0,23,Sales,2,4,Manufacturing Director,45590,1.0,18,8,1.0,2,0,0,2,3,Yes
3.0,2.0,3.0,24,Sales,1,1,Manufacturing Director,81890,1.0,14,8,1.0,3,1,0,3,3,No
4.0,3.0,3.0,52,Research & Development,29,2,Manufacturing Director,29420,8.0,11,8,9.0,1,5,1,2,3,No
3.0,3.0,3.0,50,Research & Development,8,2,Sales Executive,49410,5.0,11,8,30.0,3,4,0,1,3,No
2.0,1.0,3.0,29,Sales,2,4,Research Scientist,106500,1.0,13,8,1.0,2,1,0,4,3,Yes
3.0,3.0,4.0,33,Research & Development,3,4,Manufacturing Director,59020,0.0,12,8,14.0,2,13,3,3,3,No
1.0,1.0,3.0,33,Research & Development,23,1,Human Resources,86390,5.0,16,8,6.0,3,3,0,2,3,Yes
3.0,4.0,2.0,47,Research & Development,6,2,Manager,63470,1.0,14,8,26.0,2,26,3,4,3,No
3.0,2.0,3.0,36,Sales,6,2,Sales Executive,42000,0.0,22,8,10.0,3,9,0,3,4,No
3.0,3.0,3.0,29,Research & Development,10,1,Research Scientist,34520,1.0,11,8,10.0,3,10,0,2,3,No
4.0,2.0,3.0,58,Research & Development,24,2,Research Scientist,43170,7.0,17,8,40.0,2,31,13,3,3,Yes
4.0,3.0,3.0,35,Sales,10,1,Research Scientist,26320,3.0,13,8,7.0,3,2,2,4,3,No
4.0,4.0,3.0,42,Sales,15,2,Laboratory Technician,46680,9.0,18,8,8.0,2,4,0,3,3,No
3.0,3.0,2.0,28,Research & Development,19,2,Sales Executive,32040,6.0,16,8,5.0,4,2,2,2,3,Yes
3.0,2.0,3.0,36,Research & Development,2,2,Healthcare Representative,27200,4.0,14,8,8.0,3,5,0,3,3,No
3.0,3.0,3.0,32,Research & Development,3,2,Manufacturing Director,171810,1.0,14,8,14.0,2,14,6,2,3,No
3.0,4.0,2.0,30,Research & Development,7,2,Research Director,14830,5.0,13,8,12.0,3,0,0,3,3,No
2.0,3.0,3.0,45,Research & Development,10,1,Research Director,56050,1.0,12,8,1.0,2,1,0,3,3,No
2.0,2.0,2.0,42,Research & Development,20,2,Sales Representative,72950,1.0,15,8,10.0,3,9,7,3,3,No
1.0,1.0,2.0,38,Sales,4,2,Research Scientist,23060,2.0,19,8,13.0,5,4,1,3,3,No
3.0,4.0,3.0,34,Research & Development,7,3,Laboratory Technician,23480,1.0,14,8,6.0,3,5,1,3,3,No
3.0,4.0,4.0,49,Sales,7,2,Healthcare Representative,89980,1.0,14,8,9.0,2,9,7,4,3,Yes
3.0,4.0,2.0,55,Human Resources,16,4,Manufacturing Director,43190,4.0,11,8,12.0,3,9,7,4,3,Yes
2.0,1.0,3.0,43,Research & Development,25,2,Healthcare Representative,61320,6.0,13,8,22.0,3,4,1,2,3,No
3.0,4.0,3.0,27,Sales,2,2,Manager,33460,1.0,21,8,9.0,2,9,0,2,4,No
3.0,3.0,4.0,35,Research & Development,1,1,Research Director,108550,3.0,13,8,17.0,2,8,1,3,3,No
2.0,2.0,3.0,28,Sales,1,1,Sales Executive,22310,1.0,12,8,8.0,3,8,7,2,3,No
3.0,4.0,1.0,34,Sales,2,4,Research Scientist,23230,0.0,17,8,4.0,2,3,0,3,3,No
3.0,3.0,3.0,26,Research & Development,22,1,Sales Executive,20240,1.0,23,8,8.0,2,8,1,3,4,Yes
4.0,4.0,2.0,27,Sales,1,1,Sales Executive,27130,1.0,11,8,0.0,2,0,0,3,3,No
1.0,3.0,2.0,51,Sales,16,3,Research Scientist,94390,2.0,15,8,29.0,0,20,4,3,3,No
4.0,2.0,2.0,44,Sales,24,1,Sales Executive,25660,9.0,11,8,10.0,3,5,2,3,3,No
1.0,1.0,2.0,25,Research & Development,17,1,Laboratory Technician,199260,7.0,11,8,6.0,5,4,0,4,3,No
1.0,1.0,3.0,33,Research & Development,8,3,Laboratory Technician,24510,1.0,13,8,9.0,3,9,0,2,3,No
3.0,1.0,2.0,35,Sales,6,2,Manager,94190,1.0,24,8,6.0,5,6,1,2,4,No
2.0,4.0,2.0,36,Sales,10,3,Manager,86860,1.0,13,8,18.0,2,18,4,3,3,No
2.0,4.0,2.0,32,Research & Development,3,4,Sales Executive,30380,2.0,20,8,8.0,3,5,0,3,4,No
2.0,4.0,2.0,30,Research & Development,4,5,Sales Representative,30580,9.0,14,8,10.0,2,5,0,3,3,No
1.0,4.0,3.0,53,Sales,6,4,Sales Executive,23250,7.0,18,8,35.0,1,5,0,4,3,No
4.0,1.0,3.0,45,Research & Development,1,2,Healthcare Representative,20880,4.0,15,8,18.0,2,5,0,3,3,No
3.0,3.0,2.0,32,Sales,10,1,Human Resources,30720,5.0,12,8,9.0,4,5,1,1,3,No
3.0,4.0,3.0,52,Research & Development,1,2,Laboratory Technician,50060,3.0,16,8,31.0,2,9,0,3,3,No
4.0,3.0,3.0,37,Sales,24,4,Laboratory Technician,42570,4.0,15,8,9.0,2,1,0,3,3,No
2.0,4.0,3.0,28,Research & Development,21,1,Healthcare Representative,25000,1.0,16,8,6.0,3,5,0,3,3,No
4.0,4.0,1.0,22,Research & Development,2,1,Sales Representative,11020,6.0,19,8,4.0,3,2,2,2,3,No
1.0,4.0,2.0,44,Research & Development,22,1,Laboratory Technician,104530,2.0,11,8,10.0,2,3,0,3,3,No
2.0,4.0,3.0,42,Sales,13,2,Laboratory Technician,22880,5.0,16,8,8.0,4,2,2,2,3,No
1.0,1.0,3.0,36,Research & Development,14,2,Research Scientist,39290,0.0,24,8,6.0,6,5,0,2,4,No
3.0,1.0,3.0,25,Sales,11,1,Laboratory Technician,23110,1.0,11,8,5.0,2,5,0,3,3,No
4.0,3.0,3.0,35,Research & Development,9,1,Healthcare Representative,31400,1.0,13,8,17.0,2,17,5,2,3,No
4.0,2.0,2.0,35,Sales,8,1,Laboratory Technician,36900,1.0,13,8,10.0,2,10,7,4,3,Yes
4.0,4.0,3.0,32,Research & Development,21,1,Sales Executive,44500,0.0,13,8,4.0,3,3,0,3,3,No
3.0,1.0,4.0,25,Sales,5,4,Research Scientist,27560,1.0,12,8,5.0,2,5,0,3,3,No
3.0,1.0,3.0,49,Sales,9,2,Sales Representative,190330,2.0,18,8,7.0,5,4,0,3,3,No
1.0,4.0,2.0,24,Research & Development,2,2,Healthcare Representative,187220,0.0,22,8,6.0,3,5,3,3,4,No
2.0,2.0,3.0,32,Research & Development,12,1,Research Scientist,95470,1.0,13,8,10.0,3,10,5,2,3,No
2.0,2.0,3.0,38,Sales,22,1,Sales Executive,137340,0.0,13,8,3.0,3,2,1,4,3,No
3.0,4.0,2.0,42,Research & Development,18,2,Research Scientist,199990,2.0,23,8,17.0,6,5,1,3,4,No
4.0,4.0,3.0,31,Research & Development,16,3,Sales Executive,22790,3.0,12,8,8.0,3,6,0,3,3,No
2.0,3.0,3.0,29,Sales,3,3,Laboratory Technician,59160,6.0,12,8,5.0,2,3,0,3,3,Yes
1.0,4.0,3.0,53,Research & Development,9,1,Sales Representative,20890,5.0,16,8,28.0,2,2,2,2,3,No
4.0,2.0,3.0,35,Research & Development,1,3,Healthcare Representative,167920,3.0,12,8,16.0,3,13,4,4,3,No
3.0,4.0,3.0,37,Research & Development,13,3,Human Resources,35640,5.0,11,8,10.0,1,5,0,1,3,No
4.0,4.0,3.0,53,Research & Development,1,1,Sales Executive,44250,6.0,22,8,33.0,2,12,3,4,4,No
4.0,4.0,2.0,43,Research & Development,1,1,Laboratory Technician,52650,4.0,11,8,12.0,4,5,2,3,3,No
3.0,4.0,3.0,47,Sales,15,3,Research Director,65530,0.0,15,8,8.0,2,7,7,3,3,No
1.0,2.0,3.0,37,Research & Development,1,2,Research Scientist,62610,1.0,12,8,10.0,1,10,0,3,3,No
1.0,1.0,3.0,50,Research & Development,17,1,Laboratory Technician,42980,1.0,20,8,31.0,6,31,14,3,4,No
4.0,4.0,3.0,39,Research & Development,1,3,Human Resources,68040,8.0,14,8,13.0,3,5,0,2,3,No
4.0,2.0,4.0,33,Sales,7,2,Manufacturing Director,38150,3.0,11,8,7.0,3,4,0,3,3,No
1.0,4.0,1.0,32,Research & Development,9,1,Laboratory Technician,27410,1.0,15,8,1.0,5,1,0,2,3,Yes
1.0,4.0,3.0,29,Research & Development,5,4,Healthcare Representative,66730,6.0,12,8,8.0,2,4,0,4,3,No
2.0,1.0,3.0,44,Research & Development,26,2,Manufacturing Director,76390,1.0,14,8,8.0,6,8,7,3,3,No
1.0,4.0,3.0,28,Sales,24,1,Research Scientist,23280,1.0,11,8,4.0,3,4,0,3,3,No
4.0,4.0,2.0,58,Sales,9,1,Sales Executive,21530,9.0,11,8,3.0,3,1,0,3,3,Yes
1.0,2.0,4.0,43,Sales,7,2,Sales Executive,48760,4.0,16,8,4.0,4,1,0,3,3,No
3.0,3.0,2.0,20,Research & Development,11,2,Sales Executive,93960,1.0,12,8,2.0,6,2,0,1,3,Yes
3.0,4.0,2.0,36,Research & Development,26,1,Laboratory Technician,84740,0.0,14,8,17.0,3,16,4,3,3,No
4.0,4.0,2.0,47,Research & Development,2,2,Manufacturing Director,99810,1.0,21,8,3.0,3,3,1,3,4,No
2.0,3.0,4.0,22,Research & Development,15,1,Laboratory Technician,124900,0.0,13,8,4.0,3,3,0,3,3,Yes
2.0,4.0,2.0,41,Research & Development,23,2,Sales Executive,26570,4.0,11,8,10.0,3,7,1,4,3,Yes
3.0,3.0,3.0,28,Research & Development,10,3,Manager,135910,5.0,20,8,6.0,2,2,2,3,4,No
4.0,1.0,1.0,39,Research & Development,10,4,Human Resources,66960,7.0,11,8,8.0,3,2,2,3,3,Yes
2.0,3.0,3.0,27,Research & Development,1,1,Research Scientist,20580,1.0,14,8,1.0,5,1,0,3,3,No
2.0,2.0,3.0,34,Research & Development,12,2,Human Resources,88650,1.0,11,8,1.0,0,1,1,3,3,No
3.0,3.0,3.0,42,Sales,11,2,Human Resources,59400,7.0,16,8,10.0,2,5,0,2,3,No
3.0,1.0,3.0,33,Sales,2,1,Sales Executive,59140,3.0,16,8,6.0,4,3,0,3,3,No
3.0,2.0,3.0,58,Research & Development,2,1,Research Scientist,26220,2.0,23,8,24.0,3,6,0,3,4,No
2.0,3.0,4.0,31,Sales,1,1,Sales Representative,121850,3.0,14,8,13.0,2,7,5,3,3,No
4.0,4.0,1.0,35,Research & Development,2,3,Healthcare Representative,106090,1.0,22,8,10.0,3,10,0,3,4,No
1.0,2.0,2.0,49,Research & Development,25,2,Sales Executive,43450,4.0,15,8,29.0,3,26,1,2,3,No
4.0,3.0,2.0,48,Research & Development,1,1,Research Scientist,21770,4.0,18,8,13.0,4,0,0,3,3,No
4.0,3.0,2.0,31,Research & Development,1,2,Sales Executive,27930,1.0,16,8,9.0,4,9,0,3,3,No
2.0,4.0,3.0,36,Human Resources,2,1,Sales Executive,79180,2.0,12,8,8.0,3,6,0,2,3,No
4.0,1.0,3.0,38,Sales,6,2,Sales Executive,87890,1.0,11,8,15.0,4,15,5,3,3,No
3.0,2.0,3.0,32,Sales,18,1,Laboratory Technician,23890,6.0,12,8,5.0,4,3,0,2,3,No
3.0,2.0,3.0,25,Research & Development,1,1,Sales Executive,32120,1.0,15,8,1.0,3,1,0,2,3,Yes
1.0,2.0,2.0,40,Research & Development,1,2,Research Scientist,192320,2.0,14,8,11.0,3,1,0,3,3,No
3.0,1.0,3.0,26,Sales,11,2,Healthcare Representative,22670,1.0,19,8,7.0,2,7,0,2,3,No
4.0,1.0,3.0,41,Research & Development,1,1,Research Scientist,195170,2.0,13,8,20.0,5,18,2,3,3,No
3.0,3.0,3.0,36,Research & Development,9,2,Healthcare Representative,24360,4.0,13,8,16.0,3,11,3,1,3,No
4.0,2.0,4.0,19,Research & Development,15,2,Research Scientist,160640,1.0,15,8,1.0,3,1,0,3,3,Yes
1.0,1.0,3.0,20,Research & Development,29,3,Laboratory Technician,27070,1.0,11,8,1.0,2,1,0,3,3,Yes
4.0,4.0,1.0,31,Research & Development,1,4,Research Director,190680,0.0,12,8,10.0,1,9,8,3,3,No
4.0,2.0,3.0,40,Sales,1,1,Research Scientist,39310,8.0,19,8,3.0,2,1,0,2,3,No
3.0,1.0,4.0,32,Research & Development,24,4,Laboratory Technician,37300,1.0,25,8,8.0,4,8,6,3,4,No
3.0,4.0,3.0,36,Research & Development,10,3,Sales Executive,22320,1.0,12,8,16.0,2,16,3,3,3,Yes
2.0,4.0,3.0,33,Research & Development,1,4,Manufacturing Director,44650,0.0,13,8,6.0,3,5,1,3,3,No
1.0,3.0,1.0,37,Sales,10,3,Human Resources,30720,5.0,14,8,17.0,3,14,11,2,3,Yes
3.0,2.0,2.0,45,Research & Development,8,2,Sales Executive,33190,1.0,12,8,9.0,3,9,0,3,3,No
3.0,4.0,3.0,29,Research & Development,29,1,Sales Representative,192020,1.0,12,8,3.0,5,3,0,3,3,No
3.0,3.0,3.0,35,Human Resources,1,3,Laboratory Technician,136750,1.0,15,8,5.0,5,5,1,2,3,No
4.0,4.0,2.0,52,Research & Development,5,1,Laboratory Technician,29110,2.0,17,8,26.0,3,9,7,3,3,No
4.0,3.0,3.0,58,Sales,9,4,Sales Executive,59570,4.0,14,8,7.0,2,1,0,1,3,Yes
3.0,3.0,4.0,53,Research & Development,9,1,Manager,39200,6.0,16,8,22.0,3,17,15,3,3,No
3.0,3.0,4.0,30,Sales,3,1,Sales Executive,64340,5.0,14,8,10.0,3,8,7,2,3,No
3.0,4.0,3.0,38,Sales,4,2,Research Director,100480,1.0,23,8,6.0,2,5,1,3,4,No
4.0,4.0,3.0,35,Sales,1,2,Healthcare Representative,109380,6.0,14,8,12.0,2,10,0,1,3,No
1.0,3.0,3.0,39,Sales,1,2,Research Scientist,23400,0.0,11,8,9.0,2,8,0,2,3,No
2.0,2.0,2.0,40,Research & Development,2,1,Human Resources,65450,4.0,15,8,22.0,2,1,0,3,3,Yes
3.0,3.0,4.0,47,Research & Development,7,3,Sales Executive,69310,1.0,11,8,20.0,3,19,2,3,3,No
1.0,4.0,3.0,36,Sales,28,2,Research Scientist,48980,4.0,13,8,12.0,3,7,0,3,3,No
3.0,1.0,3.0,31,Research & Development,28,2,Research Scientist,25930,0.0,21,8,4.0,2,3,1,3,4,Yes
4.0,3.0,3.0,33,Sales,15,4,Research Director,194360,1.0,19,8,10.0,4,10,6,3,3,No
4.0,1.0,3.0,29,Human Resources,3,1,Sales Executive,27230,6.0,11,8,3.0,2,0,0,2,3,Yes
2.0,4.0,3.0,33,Research & Development,2,2,Laboratory Technician,34790,3.0,12,8,5.0,3,3,0,3,3,No
4.0,4.0,3.0,45,Research & Development,26,3,Healthcare Representative,27940,3.0,19,8,8.0,2,5,0,3,3,No
4.0,4.0,2.0,50,Sales,10,1,Manufacturing Director,52490,9.0,21,8,32.0,2,5,1,2,4,No
3.0,2.0,3.0,33,Sales,1,2,Human Resources,21760,1.0,14,8,6.0,2,6,1,2,3,No
1.0,3.0,4.0,41,Sales,11,1,Laboratory Technician,168720,2.0,15,8,21.0,2,18,0,3,3,No
3.0,2.0,3.0,27,Research & Development,20,2,Manufacturing Director,34850,9.0,17,8,4.0,2,2,2,3,3,No
4.0,1.0,3.0,45,Sales,2,1,Sales Executive,66440,1.0,12,8,9.0,3,9,0,4,3,No
4.0,4.0,3.0,47,Sales,18,2,Research Scientist,55820,1.0,16,8,9.0,3,9,0,3,3,No
1.0,3.0,3.0,30,Sales,2,2,Healthcare Representative,40000,4.0,12,8,7.0,5,5,0,2,3,Yes
4.0,3.0,3.0,50,Research & Development,1,2,Sales Executive,134960,3.0,18,8,22.0,3,12,1,3,3,No
3.0,3.0,2.0,38,Research & Development,13,1,Manufacturing Director,32100,0.0,17,8,3.0,5,2,0,2,3,No
4.0,3.0,3.0,46,Research & Development,28,3,Human Resources,190450,6.0,11,8,13.0,2,8,0,3,3,No
4.0,3.0,3.0,24,Sales,28,1,Healthcare Representative,118490,1.0,16,8,5.0,3,4,3,3,3,No
3.0,2.0,1.0,35,Sales,24,3,Healthcare Representative,20700,1.0,13,8,5.0,1,4,0,2,3,Yes
3.0,1.0,3.0,31,Research & Development,5,2,Sales Executive,65020,1.0,12,8,4.0,3,4,0,3,3,No
2.0,4.0,3.0,18,Sales,5,2,Manager,32300,1.0,12,8,0.0,3,0,0,3,3,No
3.0,3.0,3.0,54,Sales,23,1,Laboratory Technician,136030,8.0,13,8,22.0,2,10,0,3,3,No
3.0,3.0,2.0,35,Research & Development,6,1,Manufacturing Director,119960,1.0,19,8,16.0,3,16,10,3,3,No
2.0,1.0,2.0,30,Research & Development,4,5,Healthcare Representative,56050,0.0,12,8,9.0,0,8,1,2,3,No
4.0,1.0,3.0,20,Research & Development,2,2,Research Scientist,63970,1.0,17,8,1.0,3,1,0,3,3,Yes
2.0,2.0,3.0,30,Research & Development,8,1,Sales Executive,191440,0.0,11,8,4.0,3,3,1,3,3,Yes
4.0,4.0,3.0,26,Sales,1,2,Research Scientist,175840,1.0,20,8,8.0,2,8,1,3,4,No
1.0,3.0,3.0,48,Human Resources,2,2,Sales Executive,45540,2.0,11,8,19.0,3,2,2,3,3,No
3.0,3.0,3.0,48,Sales,3,1,Research Director,54150,7.0,11,8,27.0,1,15,4,3,3,No
4.0,3.0,3.0,41,Research & Development,2,2,Research Scientist,47410,6.0,16,8,8.0,3,2,2,3,3,No
4.0,4.0,3.0,39,Sales,2,3,Human Resources,21150,1.0,18,8,21.0,3,21,11,4,3,No
1.0,4.0,3.0,27,Research & Development,3,2,Human Resources,31610,0.0,13,8,4.0,0,3,2,3,3,No
2.0,4.0,2.0,35,Sales,24,5,Sales Executive,57450,1.0,17,8,3.0,4,3,1,3,3,No
1.0,4.0,3.0,50,Sales,27,2,Sales Executive,33100,4.0,22,8,8.0,3,1,0,4,4,No
3.0,4.0,3.0,59,Research & Development,16,5,Laboratory Technician,186650,3.0,12,8,30.0,3,5,4,2,3,No
1.0,2.0,1.0,37,Sales,15,2,Laboratory Technician,44850,5.0,11,8,15.0,2,1,0,4,3,Yes
3.0,2.0,3.0,55,Research & Development,26,2,Sales Executive,27890,3.0,13,8,17.0,2,8,6,2,3,No
2.0,3.0,3.0,41,Research & Development,19,2,Research Scientist,58280,1.0,13,8,21.0,0,21,5,3,3,No
2.0,1.0,3.0,26,Research & Development,21,1,Manufacturing Director,135250,8.0,17,8,7.0,4,2,2,2,3,Yes
